trial_id,patient_id,patient_start_date,patient_end_date,diagnosis,medication,dosage_mg,age,gender,country,national_id,trial_name,start_date,end_date
104,P088,2023-02-06,2023-03-10,Hypertension,Drug_D,480,27,F,Spain,67042430O,Long-Term Study - Trial 104,2023-01-23,2023-03-24
104,P015,2023-02-17,2023-03-11,Cardiovascular,Drug_B,335,72,F,UK,KU523535Y,Long-Term Study - Trial 104,2023-01-23,2023-03-24
115,P363,2023-02-09,2023-03-23,Diabetes,Drug_E,394,25,M,ARG,20-89778754-0,Combination Therapy - Trial 115,2023-02-07,2023-05-17
113,P227,2023-01-17,2023-02-07,Diabetes,Drug_E,288,44,M,MEX,HGJS764956HTW7BH,Combination Therapy - Trial 113,2023-01-01,2023-02-18
119,P175,2023-02-17,2023-03-20,Cardiovascular,Drug_B,243,64,M,ARG,27-83956723-7,Low Dose - Trial 119,2023-02-11,2023-03-31
105,P126,2023-02-12,2023-03-13,Diabetes,Drug_E,88,63,M,Germany,5362954619F,Combination Therapy - Trial 105,2023-01-02,2023-03-26
103,P328,2023-03-10,2023-04-27,Cardiovascular,Drug_A,233,43,F,ARG,27-15591084-6,High Dose - Trial 103,2023-02-22,2023-05-26
101,P328,2023-01-18,2023-04-12,Diabetes,Drug_E,105,43,F,ARG,27-15591084-6,New Drug Evaluation - Trial 101,2023-01-08,2023-05-05
100,P391,2023-02-04,2023-03-06,Diabetes,Drug_E,414,65,M,ARG,23-19991147-9,High Dose - Trial 100,2023-02-04,2023-03-07
119,P178,2023-02-11,2023-03-01,Hypertension,Drug_D,17,49,M,Germany,2632907618M,Low Dose - Trial 119,2023-02-11,2023-03-31
114,P455,2023-02-26,2023-03-17,Diabetes,Drug_E,35,43,M,UK,NB621105I,Combination Therapy - Trial 114,2023-02-10,2023-04-28
106,P478,2023-03-13,2023-04-12,Diabetes,Drug_E,489,54,F,ARG,23-82843319-7,Combination Therapy - Trial 106,2023-02-12,2023-04-17
105,P478,2023-01-03,2023-01-20,Diabetes,Drug_E,137,54,F,ARG,23-82843319-7,Combination Therapy - Trial 105,2023-01-02,2023-03-26
115,P295,2023-02-16,2023-03-12,Diabetes,Drug_E,307,27,M,ARG,23-68881518-7,Combination Therapy - Trial 115,2023-02-07,2023-05-17
115,P331,2023-03-16,2023-05-05,Hypertension,Drug_D,130,29,M,ARG,27-86498562-3,Combination Therapy - Trial 115,2023-02-07,2023-05-17
109,P022,2023-03-03,2023-03-18,Hypertension,Drug_C,248,77,M,ARG,20-49263876-2,Low Dose - Trial 109,2023-03-01,2023-05-07
112,P022,2023-02-06,2023-03-19,Cardiovascular,Drug_A,490,77,M,ARG,20-49263876-2,New Drug Evaluation - Trial 112,2023-01-08,2023-03-21
102,P369,2023-03-17,2023-04-23,Diabetes,Drug_E,124,75,M,ARG,27-84642797-7,Low Dose - Trial 102,2023-03-02,2023-04-24
108,P369,2023-02-26,2023-03-25,Cardiovascular,Drug_B,85,75,M,ARG,27-84642797-7,New Drug Evaluation - Trial 108,2023-02-26,2023-04-15
102,P368,2023-03-06,2023-04-11,Cardiovascular,Drug_B,135,76,M,MEX,ZRFL301712HSXCV0,Low Dose - Trial 102,2023-03-02,2023-04-24
100,P111,2023-02-12,2023-03-07,Diabetes,Drug_E,214,27,F,ARG,23-28250133-9,High Dose - Trial 100,2023-02-04,2023-03-07
104,P460,2023-02-13,2023-03-04,Diabetes,Drug_E,326,20,M,Germany,2175093989F,Long-Term Study - Trial 104,2023-01-23,2023-03-24
109,P460,2023-03-26,2023-04-29,Hypertension,Drug_C,250,20,M,Germany,2175093989F,Low Dose - Trial 109,2023-03-01,2023-05-07
106,P302,2023-03-08,2023-03-29,Diabetes,Drug_E,291,20,M,Germany,1223894477F,Combination Therapy - Trial 106,2023-02-12,2023-04-17
109,P109,2023-03-03,2023-04-16,Hypertension,Drug_D,314,22,M,ARG,23-30658197-6,Low Dose - Trial 109,2023-03-01,2023-05-07
113,P469,2023-01-04,2023-02-06,Hypertension,Drug_C,235,61,F,UK,IQ385743P,Combination Therapy - Trial 113,2023-01-01,2023-02-18
104,P406,2023-01-30,2023-02-16,Hypertension,Drug_D,310,36,M,UK,FK334651P,Long-Term Study - Trial 104,2023-01-23,2023-03-24
116,P278,2023-02-06,2023-03-16,Diabetes,Drug_E,212,77,F,Germany,1077173836F,High Dose - Trial 116,2023-01-29,2023-03-23
110,P278,2023-03-22,2023-04-12,Hypertension,Drug_D,396,77,F,Germany,1077173836F,High Dose - Trial 110,2023-02-04,2023-05-16
109,P376,2023-03-05,2023-03-27,Cardiovascular,Drug_A,15,35,M,ARG,23-18747558-1,Low Dose - Trial 109,2023-03-01,2023-05-07
107,P418,2023-01-26,2023-02-19,Diabetes,Drug_E,72,78,F,MEX,BZKD745544HMGX0F,Low Dose - Trial 107,2023-01-11,2023-04-13
116,P034,2023-02-09,2023-03-02,Hypertension,Drug_C,45,27,F,ARG,27-77220788-8,High Dose - Trial 116,2023-01-29,2023-03-23
114,P283,2023-03-11,2023-04-18,Cardiovascular,Drug_B,281,21,F,MEX,YHEH022163MFCOC5,Combination Therapy - Trial 114,2023-02-10,2023-04-28
101,P434,2023-01-11,2023-04-21,Diabetes,Drug_E,133,77,M,Spain,55852566S,New Drug Evaluation - Trial 101,2023-01-08,2023-05-05
119,P434,2023-02-11,2023-03-03,Hypertension,Drug_C,389,77,M,Spain,55852566S,Low Dose - Trial 119,2023-02-11,2023-03-31
114,P082,2023-02-11,2023-04-14,Cardiovascular,Drug_B,194,76,F,MEX,ZGOA327923MERKKA,Combination Therapy - Trial 114,2023-02-10,2023-04-28
113,P192,2023-01-13,2023-02-05,Cardiovascular,Drug_B,329,57,F,Spain,87384189W,Combination Therapy - Trial 113,2023-01-01,2023-02-18
100,P040,2023-02-10,2023-03-04,Hypertension,Drug_D,373,21,M,MEX,FJZV655575MIDU1V,High Dose - Trial 100,2023-02-04,2023-03-07
115,P136,2023-03-15,2023-03-31,Diabetes,Drug_E,140,76,M,Spain,63732349O,Combination Therapy - Trial 115,2023-02-07,2023-05-17
115,P225,2023-03-26,2023-05-05,Diabetes,Drug_E,168,28,F,Spain,09034465I,Combination Therapy - Trial 115,2023-02-07,2023-05-17
118,P371,2023-03-11,2023-03-27,Hypertension,Drug_C,204,22,M,ARG,23-78804240-5,New Drug Evaluation - Trial 118,2023-01-28,2023-05-28
112,P371,2023-01-24,2023-03-01,Cardiovascular,Drug_A,309,22,M,ARG,23-78804240-5,New Drug Evaluation - Trial 112,2023-01-08,2023-03-21
116,P411,2023-02-18,2023-03-07,Hypertension,Drug_C,390,22,F,Spain,38181112C,High Dose - Trial 116,2023-01-29,2023-03-23
117,P411,2023-01-24,2023-03-22,Hypertension,Drug_D,90,22,F,Spain,38181112C,Low Dose - Trial 117,2023-01-22,2023-04-16
101,P280,2023-03-04,2023-04-26,Diabetes,Drug_E,27,35,M,Spain,60889357G,New Drug Evaluation - Trial 101,2023-01-08,2023-05-05
112,P280,2023-01-15,2023-02-25,Hypertension,Drug_C,424,35,M,Spain,60889357G,New Drug Evaluation - Trial 112,2023-01-08,2023-03-21
115,P261,2023-02-07,2023-03-30,Hypertension,Drug_D,497,31,F,UK,EP926712F,Combination Therapy - Trial 115,2023-02-07,2023-05-17
109,P284,2023-03-06,2023-05-05,Diabetes,Drug_E,201,54,F,Germany,3636851520F,Low Dose - Trial 109,2023-03-01,2023-05-07
115,P495,2023-03-17,2023-05-12,Hypertension,Drug_C,214,23,F,MEX,KTTL505786MXKI6F,Combination Therapy - Trial 115,2023-02-07,2023-05-17
100,P044,2023-02-15,2023-03-02,Cardiovascular,Drug_A,103,79,M,UK,ZP073799S,High Dose - Trial 100,2023-02-04,2023-03-07
112,P144,2023-02-03,2023-02-24,Hypertension,Drug_C,341,23,F,ARG,27-54655800-8,New Drug Evaluation - Trial 112,2023-01-08,2023-03-21
110,P158,2023-02-10,2023-05-12,Cardiovascular,Drug_A,136,49,M,UK,BT739951R,High Dose - Trial 110,2023-02-04,2023-05-16
112,P183,2023-02-10,2023-03-07,Diabetes,Drug_E,207,77,M,Germany,7420320246F,New Drug Evaluation - Trial 112,2023-01-08,2023-03-21
106,P039,2023-03-01,2023-03-21,Diabetes,Drug_E,371,23,F,Germany,9328714523F,Combination Therapy - Trial 106,2023-02-12,2023-04-17
112,P303,2023-02-04,2023-02-20,Diabetes,Drug_E,311,41,M,ARG,23-19212627-9,New Drug Evaluation - Trial 112,2023-01-08,2023-03-21
118,P303,2023-02-07,2023-05-13,Cardiovascular,Drug_B,145,41,M,ARG,23-19212627-9,New Drug Evaluation - Trial 118,2023-01-28,2023-05-28
117,P103,2023-02-17,2023-03-08,Hypertension,Drug_C,297,27,M,Germany,8862436318F,Low Dose - Trial 117,2023-01-22,2023-04-16
112,P482,2023-01-12,2023-02-26,Hypertension,Drug_D,115,30,M,Germany,5569341762M,New Drug Evaluation - Trial 112,2023-01-08,2023-03-21
110,P208,2023-02-07,2023-03-30,Hypertension,Drug_D,491,57,F,Germany,3570075512F,High Dose - Trial 110,2023-02-04,2023-05-16
119,P420,2023-03-03,2023-03-19,Diabetes,Drug_E,415,35,M,Germany,7636719207F,Low Dose - Trial 119,2023-02-11,2023-03-31
106,P300,2023-03-10,2023-03-29,Diabetes,Drug_E,69,57,F,Germany,8720807226M,Combination Therapy - Trial 106,2023-02-12,2023-04-17
107,P428,2023-01-26,2023-02-25,Hypertension,Drug_C,32,39,M,Germany,5835177639F,Low Dose - Trial 107,2023-01-11,2023-04-13
118,P428,2023-02-21,2023-04-15,Diabetes,Drug_E,367,39,M,Germany,5835177639F,New Drug Evaluation - Trial 118,2023-01-28,2023-05-28
110,P118,2023-02-15,2023-03-19,Hypertension,Drug_C,230,36,F,Germany,1654066271M,High Dose - Trial 110,2023-02-04,2023-05-16
116,P490,2023-02-03,2023-03-02,Diabetes,Drug_E,469,30,F,Germany,7314284674M,High Dose - Trial 116,2023-01-29,2023-03-23
111,P231,2023-02-05,2023-03-20,Hypertension,Drug_C,101,48,F,Spain,54065068I,New Drug Evaluation - Trial 111,2023-01-19,2023-04-01
119,P208,2023-02-11,2023-03-01,Cardiovascular,Drug_A,32,57,F,Germany,3570075512F,Low Dose - Trial 119,2023-02-11,2023-03-31
111,P137,2023-01-27,2023-03-11,Hypertension,Drug_D,406,43,M,Germany,0513390193M,New Drug Evaluation - Trial 111,2023-01-19,2023-04-01
119,P430,2023-03-02,2023-03-18,Hypertension,Drug_C,478,47,M,ARG,20-54127314-8,Low Dose - Trial 119,2023-02-11,2023-03-31
101,P356,2023-02-13,2023-04-01,Diabetes,Drug_E,174,28,M,Germany,6290639224M,New Drug Evaluation - Trial 101,2023-01-08,2023-05-05
110,P340,2023-03-12,2023-05-02,Hypertension,Drug_D,92,21,F,MEX,DHUP927293MGDGGW,High Dose - Trial 110,2023-02-04,2023-05-16
106,P340,2023-03-13,2023-04-13,Hypertension,Drug_D,164,21,F,MEX,DHUP927293MGDGGW,Combination Therapy - Trial 106,2023-02-12,2023-04-17
111,P132,2023-01-19,2023-03-24,Diabetes,Drug_E,453,20,M,MEX,ZQBR438563MFZYIQ,New Drug Evaluation - Trial 111,2023-01-19,2023-04-01
118,P132,2023-02-12,2023-04-12,Hypertension,Drug_C,84,20,M,MEX,ZQBR438563MFZYIQ,New Drug Evaluation - Trial 118,2023-01-28,2023-05-28
109,P226,2023-04-01,2023-04-18,Cardiovascular,Drug_A,292,55,F,Germany,3308262250F,Low Dose - Trial 109,2023-03-01,2023-05-07
113,P226,2023-01-22,2023-02-11,Hypertension,Drug_C,60,55,F,Germany,3308262250F,Combination Therapy - Trial 113,2023-01-01,2023-02-18
113,P318,2023-01-23,2023-02-16,Hypertension,Drug_C,344,38,M,Germany,7108710458M,Combination Therapy - Trial 113,2023-01-01,2023-02-18
110,P240,2023-03-22,2023-04-28,Diabetes,Drug_E,495,51,M,Spain,19048120G,High Dose - Trial 110,2023-02-04,2023-05-16
103,P385,2023-03-17,2023-04-18,Cardiovascular,Drug_B,211,26,F,MEX,WKZK459057HWCH5V,High Dose - Trial 103,2023-02-22,2023-05-26
104,P255,2023-02-02,2023-02-22,Diabetes,Drug_E,145,77,M,UK,OR571355D,Long-Term Study - Trial 104,2023-01-23,2023-03-24
100,P087,2023-02-18,2023-03-06,Hypertension,Drug_D,189,38,M,ARG,27-55890263-0,High Dose - Trial 100,2023-02-04,2023-03-07
105,P425,2023-02-08,2023-03-26,Diabetes,Drug_E,177,69,M,UK,EJ925569X,Combination Therapy - Trial 105,2023-01-02,2023-03-26
114,P267,2023-03-02,2023-03-22,Hypertension,Drug_D,50,28,F,Germany,7170318213M,Combination Therapy - Trial 114,2023-02-10,2023-04-28
104,P235,2023-02-06,2023-02-24,Cardiovascular,Drug_B,180,75,F,ARG,23-79614600-1,Long-Term Study - Trial 104,2023-01-23,2023-03-24
114,P341,2023-03-13,2023-04-03,Hypertension,Drug_D,14,49,F,Spain,57493790R,Combination Therapy - Trial 114,2023-02-10,2023-04-28
110,P423,2023-02-17,2023-03-11,Cardiovascular,Drug_B,190,72,F,UK,SJ173132L,High Dose - Trial 110,2023-02-04,2023-05-16
107,P269,2023-01-24,2023-03-02,Diabetes,Drug_E,371,35,F,MEX,RKNS230233MJIURW,Low Dose - Trial 107,2023-01-11,2023-04-13
115,P160,2023-02-15,2023-05-02,Diabetes,Drug_E,336,66,M,ARG,23-08122861-5,Combination Therapy - Trial 115,2023-02-07,2023-05-17
112,P491,2023-02-03,2023-03-10,Hypertension,Drug_D,117,42,F,MEX,WSGD784226HORDLJ,New Drug Evaluation - Trial 112,2023-01-08,2023-03-21
115,P212,2023-02-26,2023-04-23,Diabetes,Drug_E,189,60,M,UK,AC508369B,Combination Therapy - Trial 115,2023-02-07,2023-05-17
113,P274,2023-01-18,2023-02-04,Hypertension,Drug_D,98,51,M,Spain,79869413X,Combination Therapy - Trial 113,2023-01-01,2023-02-18
118,P274,2023-02-18,2023-03-23,Hypertension,Drug_D,338,51,M,Spain,79869413X,New Drug Evaluation - Trial 118,2023-01-28,2023-05-28
105,P326,2023-01-29,2023-03-18,Hypertension,Drug_D,116,68,F,ARG,27-33906767-5,Combination Therapy - Trial 105,2023-01-02,2023-03-26
101,P459,2023-02-06,2023-03-23,Hypertension,Drug_D,272,21,F,Germany,8706684923M,New Drug Evaluation - Trial 101,2023-01-08,2023-05-05
103,P207,2023-03-31,2023-05-18,Hypertension,Drug_C,373,24,F,UK,HD697659I,High Dose - Trial 103,2023-02-22,2023-05-26
109,P131,2023-03-15,2023-04-11,Diabetes,Drug_E,307,25,F,MEX,AIFM540169HPKZ1S,Low Dose - Trial 109,2023-03-01,2023-05-07
111,P008,2023-02-22,2023-03-16,Cardiovascular,Drug_A,12,79,F,MEX,PQPW505142HODEJO,New Drug Evaluation - Trial 111,2023-01-19,2023-04-01
110,P069,2023-02-04,2023-05-11,Diabetes,Drug_E,157,54,M,ARG,23-14958914-5,High Dose - Trial 110,2023-02-04,2023-05-16
101,P069,2023-02-03,2023-04-14,Diabetes,Drug_E,282,54,M,ARG,23-14958914-5,New Drug Evaluation - Trial 101,2023-01-08,2023-05-05
108,P222,2023-03-13,2023-04-05,Diabetes,Drug_E,400,28,M,ARG,23-98905042-5,New Drug Evaluation - Trial 108,2023-02-26,2023-04-15
105,P151,2023-01-16,2023-02-23,Diabetes,Drug_E,337,69,F,ARG,27-69556907-9,Combination Therapy - Trial 105,2023-01-02,2023-03-26
119,P151,2023-02-17,2023-03-14,Diabetes,Drug_E,20,69,F,ARG,27-69556907-9,Low Dose - Trial 119,2023-02-11,2023-03-31
101,P337,2023-02-07,2023-04-03,Hypertension,Drug_D,178,49,F,ARG,20-83753025-2,New Drug Evaluation - Trial 101,2023-01-08,2023-05-05
118,P081,2023-01-31,2023-04-12,Cardiovascular,Drug_A,62,32,M,Germany,6562349840M,New Drug Evaluation - Trial 118,2023-01-28,2023-05-28
102,P242,2023-03-25,2023-04-17,Hypertension,Drug_C,255,55,M,Germany,4135033495M,Low Dose - Trial 102,2023-03-02,2023-04-24
103,P004,2023-03-28,2023-05-22,Diabetes,Drug_E,432,48,F,ARG,20-67452053-4,High Dose - Trial 103,2023-02-22,2023-05-26
116,P362,2023-01-30,2023-03-14,Hypertension,Drug_C,271,30,M,Germany,3064815341F,High Dose - Trial 116,2023-01-29,2023-03-23
103,P180,2023-03-17,2023-04-03,Hypertension,Drug_D,364,48,F,MEX,JAKE494492HEXP2R,High Dose - Trial 103,2023-02-22,2023-05-26
108,P180,2023-03-16,2023-04-15,Diabetes,Drug_E,296,48,F,MEX,JAKE494492HEXP2R,New Drug Evaluation - Trial 108,2023-02-26,2023-04-15
110,P021,2023-02-27,2023-03-21,Diabetes,Drug_E,49,31,M,Spain,24083487N,High Dose - Trial 110,2023-02-04,2023-05-16
105,P105,2023-02-12,2023-03-05,Cardiovascular,Drug_A,500,21,F,UK,DU495130Z,Combination Therapy - Trial 105,2023-01-02,2023-03-26
108,P059,2023-03-15,2023-04-11,Diabetes,Drug_E,475,77,F,UK,MS194205E,New Drug Evaluation - Trial 108,2023-02-26,2023-04-15
116,P201,2023-02-02,2023-03-04,Hypertension,Drug_C,495,36,F,Germany,4368632301M,High Dose - Trial 116,2023-01-29,2023-03-23
112,P455,2023-01-23,2023-03-21,Hypertension,Drug_D,416,43,M,UK,NB621105I,New Drug Evaluation - Trial 112,2023-01-08,2023-03-21
109,P455,2023-03-01,2023-05-06,Cardiovascular,Drug_A,249,43,M,UK,NB621105I,Low Dose - Trial 109,2023-03-01,2023-05-07
116,P313,2023-01-30,2023-03-05,Cardiovascular,Drug_A,465,22,M,MEX,EWQZ934595HBJQI1,High Dose - Trial 116,2023-01-29,2023-03-23
117,P104,2023-02-01,2023-03-01,Cardiovascular,Drug_B,175,70,F,MEX,BSVP200631HLHNL3,Low Dose - Trial 117,2023-01-22,2023-04-16
119,P429,2023-02-15,2023-03-11,Diabetes,Drug_E,322,21,M,UK,RE671877N,Low Dose - Trial 119,2023-02-11,2023-03-31
108,P429,2023-03-19,2023-04-12,Diabetes,Drug_E,442,21,M,UK,RE671877N,New Drug Evaluation - Trial 108,2023-02-26,2023-04-15
111,P170,2023-02-21,2023-03-15,Hypertension,Drug_C,416,27,F,Germany,3943381931M,New Drug Evaluation - Trial 111,2023-01-19,2023-04-01
109,P447,2023-03-17,2023-05-02,Diabetes,Drug_E,114,42,M,UK,GC764972W,Low Dose - Trial 109,2023-03-01,2023-05-07
117,P447,2023-02-13,2023-03-04,Hypertension,Drug_D,222,42,M,UK,GC764972W,Low Dose - Trial 117,2023-01-22,2023-04-16
109,P065,2023-03-24,2023-04-27,Cardiovascular,Drug_B,497,48,F,MEX,DDYL149273HXLQVK,Low Dose - Trial 109,2023-03-01,2023-05-07
111,P102,2023-02-22,2023-03-12,Cardiovascular,Drug_B,190,29,F,Germany,7311184625M,New Drug Evaluation - Trial 111,2023-01-19,2023-04-01
113,P265,2023-01-04,2023-02-04,Diabetes,Drug_E,105,33,F,ARG,23-36216180-7,Combination Therapy - Trial 113,2023-01-01,2023-02-18
113,P209,2023-01-22,2023-02-12,Diabetes,Drug_E,455,53,M,Spain,92693990J,Combination Therapy - Trial 113,2023-01-01,2023-02-18
106,P456,2023-02-20,2023-03-14,Cardiovascular,Drug_A,112,20,F,Germany,6523714597F,Combination Therapy - Trial 106,2023-02-12,2023-04-17
119,P456,2023-03-05,2023-03-30,Diabetes,Drug_E,63,20,F,Germany,6523714597F,Low Dose - Trial 119,2023-02-11,2023-03-31
100,P023,2023-02-14,2023-03-05,Hypertension,Drug_D,11,61,M,Spain,04513867Y,High Dose - Trial 100,2023-02-04,2023-03-07
104,P078,2023-02-10,2023-03-16,Diabetes,Drug_E,11,51,M,ARG,20-47181272-2,Long-Term Study - Trial 104,2023-01-23,2023-03-24
109,P299,2023-03-22,2023-04-20,Cardiovascular,Drug_B,303,53,M,Spain,99322285A,Low Dose - Trial 109,2023-03-01,2023-05-07
102,P359,2023-03-22,2023-04-24,Hypertension,Drug_C,239,40,F,Spain,79433672Q,Low Dose - Trial 102,2023-03-02,2023-04-24
112,P296,2023-01-18,2023-02-05,Cardiovascular,Drug_A,143,31,M,ARG,20-29368777-0,New Drug Evaluation - Trial 112,2023-01-08,2023-03-21
102,P348,2023-03-20,2023-04-21,Hypertension,Drug_D,357,76,M,MEX,QHKF860812MYLYU3,Low Dose - Trial 102,2023-03-02,2023-04-24
111,P466,2023-02-14,2023-03-07,Diabetes,Drug_E,452,43,F,UK,NB792936H,New Drug Evaluation - Trial 111,2023-01-19,2023-04-01
108,P461,2023-03-21,2023-04-05,Hypertension,Drug_C,428,75,F,UK,DV568752G,New Drug Evaluation - Trial 108,2023-02-26,2023-04-15
110,P345,2023-03-19,2023-04-26,Diabetes,Drug_E,211,31,M,Germany,6367406295F,High Dose - Trial 110,2023-02-04,2023-05-16
118,P020,2023-03-18,2023-04-23,Diabetes,Drug_E,40,68,M,UK,TG832620A,New Drug Evaluation - Trial 118,2023-01-28,2023-05-28
106,P394,2023-03-10,2023-03-29,Diabetes,Drug_E,153,25,F,Germany,2980854626M,Combination Therapy - Trial 106,2023-02-12,2023-04-17
101,P476,2023-01-19,2023-02-20,Hypertension,Drug_C,327,58,M,Spain,44610666I,New Drug Evaluation - Trial 101,2023-01-08,2023-05-05
116,P330,2023-02-12,2023-03-02,Hypertension,Drug_D,288,78,F,ARG,27-30014512-2,High Dose - Trial 116,2023-01-29,2023-03-23
119,P330,2023-03-02,2023-03-29,Cardiovascular,Drug_B,435,78,F,ARG,27-30014512-2,Low Dose - Trial 119,2023-02-11,2023-03-31
111,P307,2023-02-20,2023-04-01,Diabetes,Drug_E,176,39,M,ARG,27-90713040-4,New Drug Evaluation - Trial 111,2023-01-19,2023-04-01
110,P309,2023-02-04,2023-04-05,Diabetes,Drug_E,174,21,F,ARG,23-07352719-5,High Dose - Trial 110,2023-02-04,2023-05-16
116,P073,2023-02-20,2023-03-13,Diabetes,Drug_E,254,24,F,Spain,39008113A,High Dose - Trial 116,2023-01-29,2023-03-23
118,P500,2023-03-23,2023-04-28,Diabetes,Drug_E,361,32,F,Spain,69161989A,New Drug Evaluation - Trial 118,2023-01-28,2023-05-28
107,P086,2023-01-15,2023-04-10,Diabetes,Drug_E,221,36,F,ARG,20-69863518-6,Low Dose - Trial 107,2023-01-11,2023-04-13
106,P135,2023-03-07,2023-03-29,Hypertension,Drug_C,148,46,F,Germany,4470220550M,Combination Therapy - Trial 106,2023-02-12,2023-04-17
111,P048,2023-01-21,2023-04-01,Diabetes,Drug_E,13,56,F,Germany,3707383849F,New Drug Evaluation - Trial 111,2023-01-19,2023-04-01
102,P121,2023-03-03,2023-04-24,Cardiovascular,Drug_B,400,43,F,Spain,04955794J,Low Dose - Trial 102,2023-03-02,2023-04-24
102,P173,2023-03-15,2023-04-09,Cardiovascular,Drug_A,23,21,F,Germany,3676674959F,Low Dose - Trial 102,2023-03-02,2023-04-24
108,P334,2023-03-20,2023-04-07,Cardiovascular,Drug_A,306,26,M,UK,XB945585D,New Drug Evaluation - Trial 108,2023-02-26,2023-04-15
101,P028,2023-02-12,2023-04-10,Diabetes,Drug_E,476,29,M,ARG,20-06194693-7,New Drug Evaluation - Trial 101,2023-01-08,2023-05-05
110,P203,2023-03-07,2023-04-11,Cardiovascular,Drug_A,494,51,M,ARG,23-73101333-7,High Dose - Trial 110,2023-02-04,2023-05-16
101,P049,2023-02-14,2023-03-29,Diabetes,Drug_E,423,31,M,MEX,MXDM743799HSMAOM,New Drug Evaluation - Trial 101,2023-01-08,2023-05-05
117,P142,2023-03-04,2023-04-13,Diabetes,Drug_E,225,36,M,ARG,20-42963333-8,Low Dose - Trial 117,2023-01-22,2023-04-16
105,P317,2023-02-12,2023-03-20,Hypertension,Drug_D,297,35,F,Spain,49916411O,Combination Therapy - Trial 105,2023-01-02,2023-03-26
107,P056,2023-02-04,2023-03-17,Hypertension,Drug_C,34,39,F,ARG,27-96982109-6,Low Dose - Trial 107,2023-01-11,2023-04-13
109,P056,2023-03-09,2023-05-01,Diabetes,Drug_E,28,39,F,ARG,27-96982109-6,Low Dose - Trial 109,2023-03-01,2023-05-07
105,P439,2023-02-03,2023-03-24,Cardiovascular,Drug_B,41,55,F,MEX,MATI211979MOL0YF,Combination Therapy - Trial 105,2023-01-02,2023-03-26
105,P319,2023-01-28,2023-02-12,Diabetes,Drug_E,50,21,F,Germany,6834173848F,Combination Therapy - Trial 105,2023-01-02,2023-03-26
112,P117,2023-02-08,2023-02-23,Hypertension,Drug_C,341,66,F,Germany,4287737283M,New Drug Evaluation - Trial 112,2023-01-08,2023-03-21
110,P117,2023-03-03,2023-03-23,Diabetes,Drug_E,166,66,F,Germany,4287737283M,High Dose - Trial 110,2023-02-04,2023-05-16
116,P019,2023-02-01,2023-02-27,Diabetes,Drug_E,366,48,F,Spain,02565046C,High Dose - Trial 116,2023-01-29,2023-03-23
109,P019,2023-03-27,2023-04-28,Diabetes,Drug_E,222,48,F,Spain,02565046C,Low Dose - Trial 109,2023-03-01,2023-05-07
101,P001,2023-01-22,2023-03-19,Diabetes,Drug_E,165,23,F,MEX,SWLG888088HBOEYD,New Drug Evaluation - Trial 101,2023-01-08,2023-05-05
102,P068,2023-03-18,2023-04-23,Hypertension,Drug_D,208,26,M,Spain,72157641W,Low Dose - Trial 102,2023-03-02,2023-04-24
119,P473,2023-02-28,2023-03-24,Cardiovascular,Drug_B,152,35,F,Germany,1621643035M,Low Dose - Trial 119,2023-02-11,2023-03-31
110,P339,2023-02-04,2023-02-19,Diabetes,Drug_E,235,68,M,MEX,JCNG395788HXDX8I,High Dose - Trial 110,2023-02-04,2023-05-16
111,P191,2023-01-27,2023-03-14,Hypertension,Drug_D,191,79,F,MEX,GPEH380103MPHIQZ,New Drug Evaluation - Trial 111,2023-01-19,2023-04-01
113,P191,2023-01-12,2023-02-08,Hypertension,Drug_C,28,79,F,MEX,GPEH380103MPHIQZ,Combination Therapy - Trial 113,2023-01-01,2023-02-18
113,P003,2023-01-06,2023-02-03,Diabetes,Drug_E,375,64,M,ARG,20-28726187-0,Combination Therapy - Trial 113,2023-01-01,2023-02-18
100,P260,2023-02-14,2023-03-01,Diabetes,Drug_E,277,61,F,MEX,FBER237416HZWRDJ,High Dose - Trial 100,2023-02-04,2023-03-07
108,P263,2023-03-01,2023-04-14,Diabetes,Drug_E,59,73,M,UK,BQ046623T,New Drug Evaluation - Trial 108,2023-02-26,2023-04-15
101,P327,2023-03-03,2023-03-20,Hypertension,Drug_D,398,35,F,MEX,BKSJ262279HPRMHE,New Drug Evaluation - Trial 101,2023-01-08,2023-05-05
100,P080,2023-02-11,2023-02-27,Hypertension,Drug_D,362,57,F,Spain,16267441G,High Dose - Trial 100,2023-02-04,2023-03-07
117,P413,2023-01-27,2023-03-21,Diabetes,Drug_E,239,55,F,UK,FJ550885G,Low Dose - Trial 117,2023-01-22,2023-04-16
104,P256,2023-01-30,2023-03-06,Cardiovascular,Drug_A,484,69,M,Germany,3966703986M,Long-Term Study - Trial 104,2023-01-23,2023-03-24
102,P050,2023-03-26,2023-04-11,Diabetes,Drug_E,357,65,F,Spain,11448896W,Low Dose - Trial 102,2023-03-02,2023-04-24
109,P388,2023-03-28,2023-04-30,Cardiovascular,Drug_A,161,56,F,Germany,7807396992F,Low Dose - Trial 109,2023-03-01,2023-05-07
112,P164,2023-01-25,2023-02-21,Hypertension,Drug_D,161,70,M,Germany,2904479498F,New Drug Evaluation - Trial 112,2023-01-08,2023-03-21
119,P444,2023-02-21,2023-03-14,Cardiovascular,Drug_B,452,25,F,Germany,6527929976F,Low Dose - Trial 119,2023-02-11,2023-03-31
